"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"23/11/2011","116,83","117,43","118,05","116,56","","-0,50%"
"22/11/2011","117,42","117,22","117,76","116,83","","0,16%"
"21/11/2011","117,23","117,21","118,29","117,18","","0,09%"
"18/11/2011","117,12","116,86","118,41","116,82","","0,23%"
"17/11/2011","116,85","116,56","117,65","116,63","","0,20%"
"16/11/2011","116,62","116,60","117,63","116,64","","-0,03%"
"15/11/2011","116,66","116,17","117,04","116,15","","0,40%"
"14/11/2011","116,20","116,04","116,74","115,85","","-0,02%"
"11/11/2011","116,22","115,44","116,40","115,39","","0,65%"
"10/11/2011","115,47","114,17","116,39","114,13","","1,17%"
"09/11/2011","114,14","114,68","115,16","114,10","","-0,51%"
"08/11/2011","114,72","114,64","114,95","114,19","","0,08%"
"07/11/2011","114,63","114,37","115,18","114,33","","0,26%"
"04/11/2011","114,33","114,77","115,04","114,33","","-0,37%"
"03/11/2011","114,75","114,28","115,20","114,21","","0,36%"
"02/11/2011","114,34","113,44","115,09","113,37","","0,77%"
"01/11/2011","113,47","113,20","114,09","112,73","","0,27%"
"31/10/2011","113,17","115,97","116,58","110,87","","-2,29%"
"28/10/2011","115,82","116,58","116,90","115,74","","-0,68%"
"27/10/2011","116,61","116,30","117,19","116,29","","0,20%"
"26/10/2011","116,38","116,24","117,21","116,17","","0,10%"
"25/10/2011","116,26","116,04","116,85","115,94","","0,16%"
"24/10/2011","116,07","116,21","116,67","115,85","","0,04%"
"21/10/2011","116,02","114,74","116,81","114,72","","1,17%"
"20/10/2011","114,68","114,46","115,42","114,46","","0,17%"
"19/10/2011","114,49","114,75","115,52","114,47","","-0,20%"
"18/10/2011","114,72","114,69","115,41","114,63","","-0,01%"
"17/10/2011","114,73","114,65","115,10","113,83","","0,21%"
"14/10/2011","114,49","115,28","115,74","114,20","","-0,72%"
"13/10/2011","115,32","115,44","115,88","114,89","","-0,09%"
"12/10/2011","115,42","116,12","117,14","115,20","","-0,61%"
"11/10/2011","116,13","115,84","116,73","115,80","","0,22%"
"10/10/2011","115,87","115,79","117,13","115,75","","0,03%"
"07/10/2011","115,83","115,91","117,17","115,66","","-0,07%"
"06/10/2011","115,91","115,87","116,82","114,88","","0,01%"
"05/10/2011","115,90","115,59","117,02","115,58","","0,26%"
"04/10/2011","115,60","116,07","117,14","115,65","","-0,38%"
"03/10/2011","116,04","113,80","116,52","113,75","","1,89%"
"30/09/2011","113,89","115,04","115,60","113,85","","-1,02%"
"29/09/2011","115,06","116,07","117,13","114,95","","-0,83%"
"28/09/2011","116,02","115,90","117,37","115,46","","0,16%"
"27/09/2011","115,83","118,50","118,70","115,73","","-2,18%"
"26/09/2011","118,41","114,63","119,55","114,35","","3,48%"
"23/09/2011","114,43","114,78","117,14","113,38","","-0,31%"
"22/09/2011","114,79","115,88","118,58","114,35","","-0,92%"
"21/09/2011","115,86","115,46","117,34","115,52","","0,29%"
"20/09/2011","115,52","115,43","118,38","115,21","","0,10%"
"19/09/2011","115,40","113,76","115,97","113,83","","1,25%"
"16/09/2011","113,97","114,12","114,73","113,84","","-0,18%"
"15/09/2011","114,18","113,52","114,73","113,44","","0,48%"
"14/09/2011","113,64","112,19","113,95","112,16","","1,31%"
"13/09/2011","112,17","111,39","112,45","111,31","","0,77%"
"12/09/2011","111,31","110,39","112,30","110,44","","0,86%"
"09/09/2011","110,36","110,42","111,18","110,06","","-0,11%"
"08/09/2011","110,48","110,71","111,10","110,40","","-0,17%"
"07/09/2011","110,67","110,18","111,23","110,04","","0,51%"
"06/09/2011","110,11","110,89","111,74","110,02","","-0,71%"
"05/09/2011","110,90","110,97","111,38","110,87","","-0,09%"
"02/09/2011","111,00","110,83","111,46","110,84","","0,14%"
"01/09/2011","110,84","111,17","111,32","110,46","","-0,39%"
"31/08/2011","111,27","111,16","111,67","111,04","","0,10%"
"30/08/2011","111,16","110,95","111,38","110,82","","0,19%"
"29/08/2011","110,95","111,13","111,50","110,77","","-0,26%"
"26/08/2011","111,24","110,66","111,55","110,60","","0,56%"
"25/08/2011","110,62","110,99","111,66","110,41","","-0,31%"
"24/08/2011","110,96","111,25","111,84","110,89","","-0,29%"
"23/08/2011","111,28","111,13","111,76","111,02","","0,15%"
"22/08/2011","111,11","111,26","111,70","110,73","","-0,44%"
"19/08/2011","111,60","111,44","112,57","110,91","","0,21%"
"18/08/2011","111,37","111,23","111,67","111,20","","0,13%"
"17/08/2011","111,23","110,97","111,66","110,99","","0,22%"
"16/08/2011","110,99","110,98","111,31","110,81","","0,01%"
"15/08/2011","110,98","111,00","111,48","110,77","","-0,28%"
"12/08/2011","111,29","110,94","111,71","110,78","","0,28%"
"11/08/2011","110,98","110,88","112,01","110,38","","0,21%"
"10/08/2011","110,75","110,56","111,67","110,37","","0,06%"
"09/08/2011","110,68","109,24","111,41","109,21","","1,26%"
"08/08/2011","109,30","108,91","109,98","108,56","","0,72%"
"05/08/2011","108,52","107,34","109,27","107,10","","1,09%"
"04/08/2011","107,35","109,95","110,16","105,90","","-2,39%"
"03/08/2011","109,98","109,51","110,45","109,38","","0,17%"
"02/08/2011","109,79","109,22","110,04","108,72","","0,30%"
"01/08/2011","109,46","109,70","110,87","108,81","","-1,07%"
"29/07/2011","110,64","109,34","110,77","109,13","","1,25%"
"28/07/2011","109,27","108,89","109,57","108,80","","0,45%"
"27/07/2011","108,78","109,04","109,46","108,56","","-0,28%"
"26/07/2011","109,09","108,81","109,38","108,38","","0,31%"
"25/07/2011","108,75","108,89","109,23","108,53","","0,24%"
"22/07/2011","108,49","108,65","108,96","108,28","","-0,21%"
"21/07/2011","108,72","108,15","109,10","108,01","","0,45%"
"20/07/2011","108,23","107,91","108,48","107,73","","0,22%"
"19/07/2011","107,99","108,17","108,46","107,81","","-0,17%"
"18/07/2011","108,17","107,85","108,49","107,79","","0,37%"
"15/07/2011","107,77","107,76","108,16","107,63","","0,03%"
"14/07/2011","107,74","108,37","108,74","107,23","","-0,35%"
"13/07/2011","108,12","108,20","108,65","107,51","","-0,55%"
"12/07/2011","108,72","106,13","109,07","106,06","","2,35%"
"11/07/2011","106,22","105,65","106,45","105,40","","0,68%"
"08/07/2011","105,50","105,02","105,75","104,45","","0,48%"
"07/07/2011","105,00","105,47","105,69","104,80","","-0,46%"
"06/07/2011","105,49","105,24","105,75","105,22","","0,24%"
"05/07/2011","105,24","105,50","105,61","105,14","","-0,22%"
"04/07/2011","105,47","105,74","105,84","105,37","","-0,20%"
"01/07/2011","105,68","106,42","106,51","105,30","","-0,71%"
"30/06/2011","106,44","106,56","107,01","106,06","","-0,19%"
"29/06/2011","106,64","106,22","106,97","106,12","","0,43%"
"28/06/2011","106,18","106,46","106,88","106,02","","-0,29%"
"27/06/2011","106,49","106,86","107,01","106,33","","-0,33%"
"24/06/2011","106,84","106,80","107,33","106,71","","0,11%"
"23/06/2011","106,72","106,87","107,09","106,42","","-0,15%"
"22/06/2011","106,88","107,08","107,37","106,84","","-0,20%"
"21/06/2011","107,09","107,22","107,47","107,06","","-0,14%"
"20/06/2011","107,24","107,10","107,58","106,89","","0,10%"
"17/06/2011","107,13","106,42","107,29","106,37","","0,63%"
"16/06/2011","106,46","105,49","106,77","105,46","","0,99%"
"15/06/2011","105,42","105,96","106,25","105,43","","-0,54%"
"14/06/2011","105,99","106,43","106,63","105,82","","-0,37%"
"13/06/2011","106,38","105,99","106,61","105,73","","0,37%"
"10/06/2011","105,99","105,96","106,54","105,88","","0,02%"
"09/06/2011","105,97","106,53","106,69","105,93","","-0,48%"
"08/06/2011","106,48","106,23","106,88","106,08","","0,18%"
"07/06/2011","106,29","106,14","106,47","105,99","","0,15%"
"06/06/2011","106,13","106,16","106,39","105,82","","0,05%"
"03/06/2011","106,08","105,50","106,45","105,46","","0,53%"
"02/06/2011","105,52","105,48","105,94","104,94","","0,10%"
"01/06/2011","105,41","104,66","105,80","104,68","","0,77%"
"31/05/2011","104,60","105,51","105,83","104,39","","-0,85%"
"30/05/2011","105,50","105,88","105,99","105,49","","-0,33%"
"27/05/2011","105,85","105,36","106,08","105,28","","0,43%"
"26/05/2011","105,40","104,66","105,70","104,51","","0,66%"
"25/05/2011","104,71","104,45","105,16","104,26","","0,20%"
"24/05/2011","104,50","104,59","105,00","104,18","","-0,07%"
"23/05/2011","104,57","104,37","105,52","104,24","","0,13%"
"20/05/2011","104,43","104,69","104,79","104,26","","-0,31%"
"19/05/2011","104,75","104,72","104,99","103,99","","0,11%"
"18/05/2011","104,63","105,22","105,76","104,66","","-0,58%"
"17/05/2011","105,24","105,95","106,19","104,82","","-0,72%"
"16/05/2011","106,00","105,59","106,23","105,50","","0,29%"
"13/05/2011","105,69","105,74","106,42","105,48","","-0,08%"
"12/05/2011","105,77","105,03","106,17","104,95","","0,62%"
"11/05/2011","105,12","105,76","105,92","104,82","","-0,69%"
"10/05/2011","105,85","106,49","106,73","105,74","","-0,59%"
"09/05/2011","106,48","106,24","106,69","105,80","","0,13%"
"06/05/2011","106,34","106,72","106,99","105,97","","-0,51%"
"05/05/2011","106,88","106,04","107,66","105,96","","0,75%"
"04/05/2011","106,08","105,45","106,33","105,29","","0,59%"
"03/05/2011","105,46","105,17","105,89","105,16","","0,26%"
"02/05/2011","105,19","105,56","105,74","104,65","","-0,19%"
"29/04/2011","105,39","105,20","105,68","104,95","","0,14%"
"28/04/2011","105,24","104,85","105,47","104,73","","0,32%"
"27/04/2011","104,90","106,06","106,48","104,22","","-1,13%"
"26/04/2011","106,10","105,33","106,23","105,25","","0,78%"
"25/04/2011","105,28","105,35","105,60","104,64","","-0,08%"
"22/04/2011","105,36","105,36","105,66","105,06","","0,00%"
"21/04/2011","105,36","104,77","105,71","104,72","","0,48%"
"20/04/2011","104,86","104,99","105,16","104,13","","-0,15%"
"19/04/2011","105,02","105,15","105,47","104,82","","0,12%"
"18/04/2011","104,89","104,09","105,55","104,02","","0,71%"
"15/04/2011","104,15","103,72","104,40","103,37","","0,40%"
"14/04/2011","103,74","103,12","104,46","103,09","","0,52%"
"13/04/2011","103,20","103,49","103,69","102,67","","-0,23%"
"12/04/2011","103,44","102,16","103,87","102,01","","1,26%"
"11/04/2011","102,15","101,90","102,40","101,59","","0,06%"
"08/04/2011","102,09","102,01","102,25","101,31","","-0,04%"
"07/04/2011","102,13","101,26","102,59","101,14","","0,90%"
"06/04/2011","101,22","101,91","102,01","101,14","","-0,70%"
"05/04/2011","101,93","102,91","103,21","101,92","","-1,02%"
"04/04/2011","102,98","103,34","103,51","102,74","","-0,44%"
"01/04/2011","103,44","104,61","104,71","102,66","","-1,18%"
"31/03/2011","104,67","105,11","105,49","104,61","","-0,47%"
"30/03/2011","105,16","105,71","105,90","104,78","","-0,49%"
"29/03/2011","105,68","106,56","106,85","105,64","","-0,84%"
"28/03/2011","106,58","107,07","107,11","106,50","","-0,50%"
"25/03/2011","107,12","107,59","107,73","106,90","","-0,46%"
"24/03/2011","107,62","107,66","108,03","107,55","","-0,08%"
"23/03/2011","107,71","107,67","108,09","107,57","","0,02%"
"22/03/2011","107,69","107,44","107,87","107,28","","0,16%"
"21/03/2011","107,52","108,44","108,64","107,23","","-1,09%"
"18/03/2011","108,71","111,03","111,14","107,00","","-2,27%"
"17/03/2011","111,23","112,90","113,70","110,26","","-0,86%"
"16/03/2011","112,19","108,65","112,55","108,10","","3,26%"
"15/03/2011","108,65","107,25","108,88","106,83","","1,27%"
"14/03/2011","107,29","107,23","108,76","106,45","","0,19%"
"11/03/2011","107,09","105,86","107,50","105,45","","1,14%"
"10/03/2011","105,88","106,05","106,19","105,58","","-0,17%"
"09/03/2011","106,06","106,29","106,39","105,78","","-0,19%"
